status	read_id	taxid	V4	V5	domain	phylum	class	order	family	genus	species
C	M06338:88:000000000-JCJ4V:1:1101:16002:2109	46388	232|168	1:7 3:38 3303:3 46375:15 46187:1 46388:1 46187:6 46375:18 46187:1 3303:5 3:84 1:5 3:5 1:2 3:7 |:| 3:7 1:2 3:5 1:5 3:84 3303:5 46187:1 46375:18 46187:6 46388:1	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
C	M06338:88:000000000-JCJ4V:1:1101:18405:2614	45185	209|163	1:5 3:20 1672:5 3:1 1672:3 1673:19 45185:15 1673:1 45185:6 1673:2 45185:1 1673:5 45185:1 1673:3 3:37 45185:4 1673:5 45185:4 3:38 |:| 3:38 45185:4 1673:5 45185:4 3:37 1673:3 45185:1 1673:5 45185:1 1673:2 45185:6 1673:1 45185:15 1673:7	Bacteria	Firmicutes	Bacilli	Caldalkalibacillales	Caldalkalibacillaceae	Caldalkalibacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:11556:3420	49640	250|42	4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:2 49640:29 4:28 |:| 4:8	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:13812:3663	47912	251|154	4:161 47912:2 0:26 47741:1 4:27 |:| 4:66 46958:1 4:5 46958:1 4:47	Nucletmycea	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Helicomyces	NA
C	M06338:88:000000000-JCJ4V:1:1101:20639:3690	47741	251|236	4:66 46958:1 4:5 46958:1 4:144 |:| 4:57 47667:3 4:21 47567:3 4:77 47673:11 0:1 47673:7 0:5 47741:5 4:12	Nucletmycea	Ascomycota	Dothideomycetes	Capnodiales	Schizothyriaceae	Schizothyrium	NA
C	M06338:88:000000000-JCJ4V:1:1101:9489:3874	48628	251|176	4:66 46958:1 4:5 46958:1 4:144 |:| 4:28 47763:3 4:13 0:1 4:5 0:7 48628:8 0:5 4:1 47962:5 4:3 47673:5 47572:8 4:15 47572:1 4:34	Nucletmycea	Ascomycota	Sordariomycetes	Incertae Sedis	Incertae Sedis	Ceratostomella	NA
C	M06338:88:000000000-JCJ4V:1:1101:15616:3952	1837	218|215	3:55 1672:11 3:1 1672:9 1673:3 1837:2 0:2 1672:5 3:3 1800:39 3:4 1800:8 1837:4 1672:5 1837:7 1800:3 1673:9 3:10 1:4 |:| 1:4 3:10 1673:9 1800:3 1837:7 1672:5 1837:4 1800:8 3:4 1800:39 3:3 1672:5 0:2 1837:2 1673:3 1672:9 3:1 1672:11 3:52	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:12253:4373	1707	232|211	1:7 3:19 1673:1 3:5 1672:1 3:8 1673:2 1674:5 3:2 1680:3 3:5 1707:7 0:14 1707:2 0:3 3:1 1708:4 3:95 0:5 3:9 |:| 3:9 0:5 3:95 1708:4 3:1 0:3 1707:2 0:14 1707:7 3:5 1680:3 3:2 1674:5 1673:2 3:8 1672:1 3:5 1673:1 3:5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:23603:4611	49640	232|56	4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:5 0:26 4:10 |:| 4432:4 4:3 0:5 4:10	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:12961:4727	44360	186|187	46454:8 3:5 1:5 3:76 46090:1 44182:1 0:2 43869:1 3:5 0:5 43869:2 0:1 44160:5 43869:5 44360:18 0:12 |:| 0:13 44360:18 43869:5 44160:5 0:1 43869:2 0:5 3:5 43869:1 0:2 44182:1 46090:1 3:76 1:5 3:5 46454:8	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	NA
C	M06338:88:000000000-JCJ4V:1:1101:20561:4740	49640	229|153	4:53 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:29 4:2 48920:1 4:5 47666:1 4:5 48920:1 49640:3 |:| 4:110 49599:3 4:5 0:1	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:24424:5114	49640	250|214	4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:2 49640:29 4:28 |:| 4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:21	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:17668:5277	49640	250|150	4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:2 49640:29 4:28 |:| 4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:29	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:16757:5592	2852	188|120	3:90 2852:5 2379:2 3:5 2852:1 3:5 0:5 3:5 0:11 3:3 44554:2 3:13 1:7 |:| 1:7 3:13 44554:2 3:3 0:11 3:5 0:5 3:5 2852:1 3:5 2379:2 2852:5 3:22	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
C	M06338:88:000000000-JCJ4V:1:1101:16107:5671	49640	250|217	4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:29 4:2 48920:1 4:5 47666:1 4:5 48920:1 49640:13 |:| 4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:2 49640:24	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:16976:5946	49640	249|228	4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:2 49640:29 4:27 |:| 4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:29 4:2 48920:1 4:3	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:22752:5989	47962	248|133	1:11 4:64 1:3 4:1 1:9 4:35 47962:24 47666:33 4:3 47962:4 4:5 47962:11 47673:9 4:2 |:| 4:23 1:5 4:8 46958:5 47666:1 4:9 1:20 4:18 47572:1 4:7 47572:2	Nucletmycea	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:8538:6079	47962	251|158	1:11 4:67 0:1 4:4 1:5 4:35 47962:24 47666:33 4:3 47962:4 4:5 47962:11 47673:9 4:5 |:| 4:23 1:5 4:8 46958:5 47666:1 4:9 1:20 4:18 47572:1 4:7 47572:7 4:2 47572:1 4:4 47572:7 4:1 47572:5	Nucletmycea	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:21508:6093	47763	251|220	4:66 46958:1 4:5 46958:1 4:144 |:| 4:28 47763:3 4:19 47763:7 4:123 0:6	Nucletmycea	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	NA
C	M06338:88:000000000-JCJ4V:1:1101:11757:6097	1727	230|147	0:3 46483:5 25141:2 3:85 1673:3 3:8 1673:5 1680:3 0:11 1673:2 0:17 1727:13 1673:7 1672:4 1673:5 1672:1 3:19 1:3 |:| 1:7 3:19 1672:1 1673:5 1672:4 1673:7 1727:13 0:17 1673:2 0:11 1680:3 1673:5 3:8 1673:3 3:8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:8817:6098	1688	212|193	1673:1 3:3 1673:10 3:31 1819:1 3:44 1673:3 3:1 1688:14 1680:1 1688:17 1673:6 1672:13 3:1 1672:6 3:19 1:7 |:| 1:7 3:19 1672:6 3:1 1672:13 1673:6 1688:17 1680:1 1688:14 3:1 1673:3 3:44 1819:1 3:26	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:12397:6294	49640	250|250	4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:2 49640:29 4:28 |:| 4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:29 4:2 48920:1 4:5 47666:1 4:5 48920:1 49640:13	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:19579:6388	45185	198|188	3:39 45185:4 1673:5 45185:4 3:37 1673:3 45185:1 1673:5 45185:1 1673:2 45185:6 1673:1 45185:15 1673:19 1696:4 1672:5 3:13 |:| 3:13 1672:5 1696:4 1673:19 45185:15 1673:1 45185:6 1673:2 45185:1 1673:5 45185:1 1673:3 3:37 45185:4 1673:5 45185:4 3:29	Bacteria	Firmicutes	Bacilli	Caldalkalibacillales	Caldalkalibacillaceae	Caldalkalibacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:12272:6437	45185	213|184	3:5 1:2 1831:5 3:46 45185:4 1673:5 45185:4 3:37 1673:3 45185:1 1673:5 45185:1 1673:2 45185:6 1673:1 45185:15 1673:19 1672:3 3:1 1672:5 3:9 |:| 3:27 1672:5 3:1 1672:3 1673:19 45185:15 1673:1 45185:6 1673:2 45185:1 1673:5 45185:1 1673:3 3:37 45185:4 1673:5 45185:4 3:11	Bacteria	Firmicutes	Bacilli	Caldalkalibacillales	Caldalkalibacillaceae	Caldalkalibacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:21883:6629	3723	231|140	3:35 2375:2 3:11 3723:1 3:53 2375:5 3718:7 3723:33 3718:5 3303:2 3723:1 3303:2 3:5 0:9 26876:10 3:8 1:8 |:| 1:8 3:8 26876:10 0:9 3:5 3303:2 3723:1 3303:2 3718:5 3723:33 0:7 2375:4 3723:11 3:1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
C	M06338:88:000000000-JCJ4V:1:1101:21642:6733	49640	229|112	46958:1 4:2 46958:5 4:20 1:2 4:10 1:33 4:80 1:41 4:1 |:| 1:11 4:7 1:1 49640:11 4:1 0:5 9343:6 4:7 1:5 4:1 1:23	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:7621:6765	49640	250|206	4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:2 49640:29 4:28 |:| 4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:27 0:13 47666:1 0:5 4:5 0:10 4:11 49640:10 0:3	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:19975:7088	49640	250|151	4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:29 4:2 48920:1 4:5 47666:1 4:5 48920:1 49640:13 |:| 4:67 0:13 4:4 12385:10 4:16 49599:3 4:4	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:13663:7131	49640	250|229	4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:29 0:3 4:5 0:9 49640:5 0:6 |:| 4:110 49599:3 4:5 49640:6 48920:5 0:8 49640:5 0:9 4:5 0:3 49640:29 4:7	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:16786:7165	49640	250|221	4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:29 4:2 48920:1 4:5 47666:6 48920:1 0:13 |:| 4:20 9672:5 4432:2 0:3 9672:1 0:16 4:63 49599:3 4:10 49640:1 0:20 48920:1 47666:6 4:5 48920:1 4:2 49640:19 0:3 49640:4 0:1 49640:1	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:22431:7707	48001	251|223	4:66 46958:1 4:5 46958:1 4:144 |:| 4:148 47666:5 0:8 4:7 0:3 48001:1 0:5 4:12	Nucletmycea	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces	NA
C	M06338:88:000000000-JCJ4V:1:1101:17240:8172	46190	225|201	3:7 1:5 3:59 46189:2 3:7 46189:2 3:5 3303:4 46187:2 46190:4 0:5 3303:1 0:1 3303:45 3:35 1:7 |:| 1:7 3:35 3303:18 0:1 46189:3 0:29 46190:5 46187:2 3303:4 3:5 46189:2 3:7 46189:2 3:47	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	NA
C	M06338:88:000000000-JCJ4V:1:1101:15985:8522	45185	216|203	3:43 44590:9 45185:4 3:4 0:1 3:17 0:5 3:5 0:17 45185:1 0:5 1673:1 45185:15 1673:19 1672:3 3:1 1672:5 3:20 1:7 |:| 1:7 3:20 1672:5 3:1 1672:3 1673:19 45185:15 1673:1 0:5 45185:1 0:17 3:5 0:5 3:17 1672:3 3:2 45185:4 0:9 3:30	Bacteria	Firmicutes	Bacilli	Caldalkalibacillales	Caldalkalibacillaceae	Caldalkalibacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:11864:8575	1707	222|216	3:33 1672:4 3:6 1672:12 0:1 1688:2 3:41 1680:4 3:1 1707:15 1680:1 1707:10 3:5 1680:3 3:2 1674:5 1673:2 3:8 1672:1 3:5 1673:1 3:19 1:7 |:| 1:7 3:19 1673:1 3:5 1672:1 3:8 1673:2 1674:5 3:2 1680:3 3:5 1707:10 1680:1 1707:15 3:1 1680:4 3:41 1688:2 0:1 1672:12 3:6 1672:4 3:27	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:5955:8861	49640	250|179	4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:29 4:2 48920:1 4:5 47666:1 4:5 48920:1 49640:13 |:| 4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:5373:8906	48101	251|201	4:70 0:1 4:2 0:8 4:3 0:13 48101:3 4:117 |:| 4:66 46958:1 4:5 46958:1 4:94	Nucletmycea	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Buellia	NA
C	M06338:88:000000000-JCJ4V:1:1101:8601:9018	47962	251|179	1:11 4:64 1:3 4:1 1:9 4:35 47962:24 47666:33 4:3 47962:4 4:5 47962:11 47673:9 4:5 |:| 4:23 1:5 4:8 46958:5 47666:1 4:9 1:20 4:18 47572:1 4:7 47572:7 4:2 0:1 4:4 0:5 47572:2 47931:1 0:14 47931:2 4:10	Nucletmycea	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:10975:9054	49640	250|225	4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:2 49640:29 4:28 |:| 4:7 9388:1 9487:2 4:2 0:2 4:50 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 0:10 4:5 0:16 49640:29 4:2 48920:1	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:22959:9055	26244	207|165	1:5 3:31 26244:4 3:5 26244:1 3:5 26244:1 3:5 26244:12 3:95 1:2 3:7 |:| 3:7 1:2 3:95 26244:12 3:5 26244:1 3:5 26244:1 3:3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	NA
C	M06338:88:000000000-JCJ4V:1:1101:17937:9112	49640	250|203	4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:29 4:2 48920:1 4:5 47666:1 4:5 48920:1 49640:13 |:| 4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:2 49640:10	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:24022:9587	43700	205|80	3:94 43700:2 43309:3 43700:11 0:28 43700:6 43309:16 3:11 |:| 3:29 43309:16 43700:1	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	NA
C	M06338:88:000000000-JCJ4V:1:1101:21366:9621	45587	205|121	3:100 45582:5 0:6 1476:5 0:4 45587:1 0:5 45587:5 0:1 3:35 1:4 |:| 1:4 3:35 0:1 45587:5 0:5 45587:1 0:4 1476:5 0:6 45582:5 3:16	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] nodatum group	NA
C	M06338:88:000000000-JCJ4V:1:1101:15569:9635	49640	250|231	4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:2 49640:29 4:28 |:| 4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:29 4:2 48920:1 4:5 47666:1	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:10723:9641	48558	251|212	4:27 0:12 4:8 48558:4 4:15 46958:1 4:5 46958:1 4:144 |:| 4:178	Nucletmycea	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	NA
C	M06338:88:000000000-JCJ4V:1:1101:15579:9697	47942	251|205	4:66 46958:1 4:5 46958:1 4:144 |:| 4:112 47572:6 47942:1 0:5 47942:3 4:1 47673:11 4:32	Nucletmycea	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	NA
C	M06338:88:000000000-JCJ4V:1:1101:25936:9762	47962	250|184	4:23 1:5 4:8 46958:5 47666:1 4:9 1:20 4:18 47572:1 4:7 47572:7 4:2 47572:1 4:4 47572:7 4:1 47572:5 4:30 1:29 4:20 47673:9 47962:4 |:| 1:11 4:64 1:3 4:1 1:9 4:35 47962:24 47666:3	Nucletmycea	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:5119:9828	47962	250|166	4:23 1:5 4:8 46958:5 47666:1 4:9 1:20 4:18 47572:1 4:7 47572:7 4:2 47572:1 4:4 47572:7 4:1 47572:5 4:30 1:29 4:20 47673:9 47962:4 |:| 4:19 47962:24 47666:33 4:3 47962:4 4:5 47962:11 47673:9 4:20 1:4	Nucletmycea	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:24214:9939	49640	250|148	4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:2 49640:29 4:28 |:| 4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:27	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:10585:10084	2784	193|193	3:14 3338:5 3:3 2375:5 2784:4 0:5 2784:1 0:13 3:3 0:1 3:6 2375:2 2379:1 2375:1 3:13 2379:4 2784:5 0:13 2379:2 0:5 3:2 2375:5 3:37 1:2 3:7 |:| 3:7 1:2 3:37 2375:5 3:2 0:5 2379:2 0:13 2784:5 2379:4 3:13 2375:1 2379:1 2375:2 3:6 0:1 3:3 0:13 2784:1 0:5 2784:4 2375:5 3:3 3338:5 3:14	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	NA
C	M06338:88:000000000-JCJ4V:1:1101:5272:10159	48846	249|199	4:215 |:| 4:112 48846:2 0:5 4:5 0:3 4:1 0:13 4:24	Nucletmycea	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces-Candida clade	NA
C	M06338:88:000000000-JCJ4V:1:1101:23926:10181	49640	217|217	4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:24 |:| 4:110 49599:3 4:5 49640:6 48920:4 49640:16 48920:1 4:5 47666:1 4:5 48920:1 4:2 49640:24	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:13848:10300	1688	221|205	1:3 3:19 1672:6 3:1 1672:13 1673:6 1688:17 1680:1 1688:14 3:1 1673:3 3:101 1:2 |:| 1:2 3:101 1673:3 3:1 1688:14 1680:1 1688:17 1673:6 1672:13 3:1 1672:6 3:6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:9423:10304	44086	207|204	3:13 0:4 44119:2 43869:5 0:17 3:9 43869:20 44068:5 43869:1 44086:5 43869:5 0:4 44057:2 44068:2 44057:3 44068:22 43869:1 44068:2 43869:5 44068:1 43868:5 43869:4 3:29 1:7 |:| 1:7 3:29 43869:4 43868:5 44068:1 43869:5 44068:2 43869:1 44068:22 44057:3 44068:2 44057:2 0:4 43869:5 44086:5 43869:1 44068:5 43869:20 3:9 0:17 43869:5 44119:2 0:4 3:10	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Mariniradius	NA
C	M06338:88:000000000-JCJ4V:1:1101:25921:10325	43344	212|158	3:49 43344:8 3:43 43279:5 43309:8 43279:1 43309:1 43279:5 0:1 3:5 0:1 3:7 43211:3 3:5 0:6 3:23 1:7 |:| 1:7 3:23 0:6 3:5 43211:3 3:7 0:1 3:5 0:1 43279:5 43309:1 43279:1 43309:8 43279:5 3:43 43344:3	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA
C	M06338:88:000000000-JCJ4V:1:1101:23476:10325	49640	250|151	4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:29 4:2 48920:1 4:5 47666:1 4:5 48920:1 49640:13 |:| 4:110 49599:3 4:4	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:11056:10396	2784	207|193	3:7 0:2 3:61 26112:5 0:7 2784:6 0:1 2784:5 0:5 11469:5 2379:10 3:54 1:5 |:| 1:5 3:54 2379:10 11469:5 0:5 2784:5 0:1 2784:6 0:7 26112:5 3:56	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	NA
C	M06338:88:000000000-JCJ4V:1:1101:21889:10520	49640	250|164	4:64 49640:5 4:2 49640:1 4:1 49640:1 4:5 49640:1 4:1 49640:5 48920:1 4:40 47666:1 4:31 49640:29 4:2 48920:1 4:5 47666:1 4:5 48920:1 49640:13 |:| 4:110 49599:3 4:5 49640:6 48920:4 49640:2	Nucletmycea	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	NA
C	M06338:88:000000000-JCJ4V:1:1101:24170:10568	1688	221|214	3:99 1673:3 3:1 1688:14 1680:1 1688:17 1673:6 1672:13 3:1 1672:6 3:26 |:| 3:26 1672:6 3:1 1672:13 1673:6 1688:17 1680:1 1688:14 3:1 1673:3 3:92	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:12818:10588	1707	230|224	3:7 0:5 3:95 1680:4 3:1 1707:10 0:4 1707:1 0:1 1707:3 0:7 3:5 0:3 3:7 1673:2 3:8 1672:1 3:5 1673:1 3:19 1:7 |:| 1:7 3:19 1673:1 3:5 1672:1 3:8 1673:2 3:7 0:3 3:5 0:7 1707:3 0:1 1707:1 0:4 1707:10 3:1 1680:4 3:95 0:5 3:1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:26664:10761	43698	223|159	3:92 0:5 43698:5 0:45 3303:2 43309:5 0:7 3:18 0:2 3:2 1:5 3:1 |:| 3:1 1:5 3:2 0:2 3:18 0:7 43309:5 3303:2 0:45 43698:5 0:5 3:28	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA
C	M06338:88:000000000-JCJ4V:1:1101:15470:11090	43698	219|190	1:7 3:18 43698:5 0:55 3:3 43309:3 3:62 44402:2 3:21 1:2 3:7 |:| 3:7 1:2 3:21 44402:2 3:62 43309:3 3:3 0:55 43698:1	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	NA
C	M06338:88:000000000-JCJ4V:1:1101:10349:11159	1688	211|211	3:84 1688:5 1673:3 1680:1 0:4 1688:5 0:11 1688:12 1673:6 1672:13 3:1 1672:6 3:19 1:7 |:| 1:7 3:19 1672:6 3:1 1672:13 1673:6 1688:12 0:11 1688:5 0:4 1680:1 1673:3 1688:5 3:84	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA
C	M06338:88:000000000-JCJ4V:1:1101:23964:11178	47763	251|175	4:28 47763:3 4:19 47763:7 4:160 |:| 4:66 46958:1 4:5 46958:1 4:68	Nucletmycea	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	NA
C	M06338:88:000000000-JCJ4V:1:1101:24213:11201	44221	205|194	1:5 3:34 44160:2 44183:10 43869:2 44221:46 3:21 43869:1 44160:1 43869:5 3:1 43869:2 3:41 |:| 3:41 43869:2 3:1 43869:5 44160:1 43869:1 3:21 44221:46 43869:2 44183:10 44160:2 3:28	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
