genus	reads	relative_abundance	percent
Vibrio	22	0.000151945244459179	0.0151945244459179
Exiguobacterium	21	0.000145038642438307	0.0145038642438307
Micromonospora	21	0.000145038642438307	0.0145038642438307
UCG-005	21	0.000145038642438307	0.0145038642438307
Leucobacter	19	0.000131225438396563	0.0131225438396563
Pontibacillus	19	0.000131225438396563	0.0131225438396563
Pseudochelatococcus	19	0.000131225438396563	0.0131225438396563
Streptococcus	19	0.000131225438396563	0.0131225438396563
Thermicanus	19	0.000131225438396563	0.0131225438396563
Aeribacillus	18	0.000124318836375692	0.0124318836375692
FukuN57	18	0.000124318836375692	0.0124318836375692
Pediococcus	18	0.000124318836375692	0.0124318836375692
Actinosynnema	17	0.00011741223435482	0.011741223435482
Paeniglutamicibacter	17	0.00011741223435482	0.011741223435482
Phreatobacter	17	0.00011741223435482	0.011741223435482
Demequina	16	0.000110505632333948	0.0110505632333948
Euzebya	16	0.000110505632333948	0.0110505632333948
Frankia	16	0.000110505632333948	0.0110505632333948
Methylophilus	16	0.000110505632333948	0.0110505632333948
Serratia	16	0.000110505632333948	0.0110505632333948
Alicyclobacillus	15	0.000103599030313076	0.0103599030313076
Chryseoglobus	15	0.000103599030313076	0.0103599030313076
Tetrasphaera	15	0.000103599030313076	0.0103599030313076
Yuhushiella	15	0.000103599030313076	0.0103599030313076
Actinomycetospora	14	9.66924282922045e-05	0.00966924282922045
Caenimonas	14	9.66924282922045e-05	0.00966924282922045
Curvibacter	14	9.66924282922045e-05	0.00966924282922045
Nonomuraea	14	9.66924282922045e-05	0.00966924282922045
Paenisporosarcina	14	9.66924282922045e-05	0.00966924282922045
Ramlibacter	14	9.66924282922045e-05	0.00966924282922045
[Eubacterium] oxidoreducens group	14	9.66924282922045e-05	0.00966924282922045
Agromyces	13	8.97858262713328e-05	0.00897858262713328
Bdellovibrio	13	8.97858262713328e-05	0.00897858262713328
Citricoccus	13	8.97858262713328e-05	0.00897858262713328
Desulfofarcimen	13	8.97858262713328e-05	0.00897858262713328
Planomicrobium	13	8.97858262713328e-05	0.00897858262713328
Salmonella	13	8.97858262713328e-05	0.00897858262713328
Selenomonas	13	8.97858262713328e-05	0.00897858262713328
Acidothermus	12	8.2879224250461e-05	0.0082879224250461
AqS1	12	8.2879224250461e-05	0.0082879224250461
Gardnerella	12	8.2879224250461e-05	0.0082879224250461
Hydrogenophaga	12	8.2879224250461e-05	0.0082879224250461
Leeia	12	8.2879224250461e-05	0.0082879224250461
Nitrosomonas	12	8.2879224250461e-05	0.0082879224250461
Rhodopseudomonas	12	8.2879224250461e-05	0.0082879224250461
Rubrivivax	12	8.2879224250461e-05	0.0082879224250461
Sphaerisporangium	12	8.2879224250461e-05	0.0082879224250461
Sphingobium	12	8.2879224250461e-05	0.0082879224250461
Citrobacter	11	7.59726222295893e-05	0.00759726222295893
Cupriavidus	11	7.59726222295893e-05	0.00759726222295893
Galbitalea	11	7.59726222295893e-05	0.00759726222295893
Halobacillus	11	7.59726222295893e-05	0.00759726222295893
Nitratifractor	11	7.59726222295893e-05	0.00759726222295893
Romboutsia	11	7.59726222295893e-05	0.00759726222295893
Ruminiclostridium	11	7.59726222295893e-05	0.00759726222295893
Xylophilus	11	7.59726222295893e-05	0.00759726222295893
Asticcacaulis	10	6.90660202087175e-05	0.00690660202087175
Atopobium	10	6.90660202087175e-05	0.00690660202087175
Brachybacterium	10	6.90660202087175e-05	0.00690660202087175
Cardiobacterium	10	6.90660202087175e-05	0.00690660202087175
Conchiformibius	10	6.90660202087175e-05	0.00690660202087175
Kitasatospora	10	6.90660202087175e-05	0.00690660202087175
Leptospirillum	10	6.90660202087175e-05	0.00690660202087175
Longispora	10	6.90660202087175e-05	0.00690660202087175
Roseateles	10	6.90660202087175e-05	0.00690660202087175
Shinella	10	6.90660202087175e-05	0.00690660202087175
Sphingopyxis	10	6.90660202087175e-05	0.00690660202087175
Sva0996 marine group	10	6.90660202087175e-05	0.00690660202087175
Timonella	10	6.90660202087175e-05	0.00690660202087175
Xiangella	10	6.90660202087175e-05	0.00690660202087175
Arenimonas	9	6.21594181878458e-05	0.00621594181878458
Chryseomicrobium	9	6.21594181878458e-05	0.00621594181878458
Collinsella	9	6.21594181878458e-05	0.00621594181878458
F0332	9	6.21594181878458e-05	0.00621594181878458
Gemella	9	6.21594181878458e-05	0.00621594181878458
Hyphomonas	9	6.21594181878458e-05	0.00621594181878458
Jatrophihabitans	9	6.21594181878458e-05	0.00621594181878458
Neochlamydia	9	6.21594181878458e-05	0.00621594181878458
Oceanibaculum	9	6.21594181878458e-05	0.00621594181878458
Ottowia	9	6.21594181878458e-05	0.00621594181878458
Tessaracoccus	9	6.21594181878458e-05	0.00621594181878458
Tumebacillus	9	6.21594181878458e-05	0.00621594181878458
Turicibacter	9	6.21594181878458e-05	0.00621594181878458
Agathobacter	8	5.5252816166974e-05	0.0055252816166974
Anderseniella	8	5.5252816166974e-05	0.0055252816166974
