genus	reads	relative_abundance	percent
Clavispora-Candida clade	9309	0.307766059443912	30.7766059443912
Caldalkalibacillus	3735	0.1234833206599	12.34833206599
Bacillus	2506	0.0828511918537376	8.28511918537376
Oceanobacillus	1766	0.0583859556319635	5.83859556319635
Vulcaniibacterium	881	0.0291268555559229	2.91268555559229
Lysinibacillus	701	0.0231758521506265	2.31758521506265
Malassezia	589	0.019473005587331	1.9473005587331
uncultured	537	0.0177538268258009	1.77538268258009
Pseudomonas	503	0.0166297484048005	1.66297484048005
Cladosporium	501	0.0165636261447416	1.65636261447416
Salipaludibacillus	454	0.0150097530333587	1.50097530333587
Solibacillus	399	0.0131913908817403	1.31913908817403
Blastomyces	335	0.0110754785598572	1.10754785598572
Natribacillus	271	0.00895956623797401	0.895956623797401
Aspergillus	259	0.00856283267762092	0.856283267762092
Exophiala	193	0.00638079809567891	0.638079809567891
Cladophialophora	182	0.00601712566535524	0.601712566535524
Sciscionella	155	0.00512447515456078	0.512447515456078
Burkholderia-Caballeronia-Paraburkholderia	144	0.00476080272423711	0.476080272423711
Anoxybacillus	138	0.00456243594406057	0.456243594406057
Ochrolechia	137	0.00452937481403114	0.452937481403114
Saccharopolyspora	125	0.00413264125367805	0.413264125367805
Talaromyces	119	0.0039342744735015	0.39342744735015
Enterococcus	118	0.00390121334347208	0.390121334347208
Cutibacterium	109	0.00360366317320726	0.360366317320726
Methylobacterium-Methylorubrum	100	0.00330611300294244	0.330611300294244
Umbilicaria	94	0.00310774622276589	0.310774622276589
Halomonas	90	0.0029755017026482	0.29755017026482
Verticillium	86	0.0028432571825305	0.28432571825305
Sporosarcina	85	0.00281019605250107	0.281019605250107
Lactobacillus	84	0.00277713492247165	0.277713492247165
Sphingobacterium	81	0.00267795153238338	0.267795153238338
Aureobasidium	79	0.00261182927232453	0.261182927232453
Polycauliona	75	0.00247958475220683	0.247958475220683
Salpingoeca	74	0.00244652362217741	0.244652362217741
Penicillium	69	0.00228121797203028	0.228121797203028
Peziza	67	0.00221509571197144	0.221509571197144
Virgibacillus	67	0.00221509571197144	0.221509571197144
Neocatenulostroma	65	0.00214897345191259	0.214897345191259
Cordyceps	64	0.00211591232188316	0.211591232188316
Escherichia-Shigella	64	0.00211591232188316	0.211591232188316
Staphylococcus	64	0.00211591232188316	0.211591232188316
Kirschsteiniothelia	62	0.00204979006182431	0.204979006182431
Ramularia	62	0.00204979006182431	0.204979006182431
Candida-Lodderomyces clade	58	0.00191754554170662	0.191754554170662
Ptolemeba	58	0.00191754554170662	0.191754554170662
Diatrypasimilis	55	0.00181836215161834	0.181836215161834
Teloschistes	54	0.00178530102158892	0.178530102158892
Zymoseptoria	54	0.00178530102158892	0.178530102158892
Conioscypha	53	0.00175223989155949	0.175223989155949
Cryomyces	52	0.00171917876153007	0.171917876153007
Berlesiella	51	0.00168611763150064	0.168611763150064
Corynebacterium	51	0.00168611763150064	0.168611763150064
Vermiconia	50	0.00165305650147122	0.165305650147122
Deinococcus	48	0.00158693424141237	0.158693424141237
Streptomyces	47	0.00155387311138295	0.155387311138295
Thraustochytrium	47	0.00155387311138295	0.155387311138295
Halophytophthora	45	0.0014877508513241	0.14877508513241
Lysobacter	44	0.00145468972129467	0.145468972129467
Sediminibacterium	43	0.00142162859126525	0.142162859126525
Starmera-Candida clade	43	0.00142162859126525	0.142162859126525
Sphingomonas	42	0.00138856746123582	0.138856746123583
Stenotrophomonas	42	0.00138856746123582	0.138856746123583
Zygosaccharomyces	41	0.0013555063312064	0.13555063312064
Chaetomium	40	0.00132244520117698	0.132244520117698
Chrysosporium	39	0.00128938407114755	0.128938407114755
Fusarium	39	0.00128938407114755	0.128938407114755
Stachybotrys	37	0.0012232618110887	0.12232618110887
Colletotrichum	36	0.00119020068105928	0.119020068105928
Leciophysma	36	0.00119020068105928	0.119020068105928
Metschnikowia	35	0.00115713955102985	0.115713955102985
Geobacillus	34	0.00112407842100043	0.112407842100043
Niabella	34	0.00112407842100043	0.112407842100043
Acremonium	33	0.00109101729097101	0.109101729097101
Microbacterium	33	0.00109101729097101	0.109101729097101
Telonema	33	0.00109101729097101	0.109101729097101
Schizothyrium	32	0.00105795616094158	0.105795616094158
Cloacibacterium	31	0.00102489503091216	0.102489503091216
Wicherhamiella-Candida clade	31	0.00102489503091216	0.102489503091216
Ascosphaera	30	0.000991833900882732	0.0991833900882732
Coleosporium	30	0.000991833900882732	0.0991833900882732
Verrucula	30	0.000991833900882732	0.0991833900882732
Acinetobacter	29	0.000958772770853308	0.0958772770853308
Teratosphaeria	29	0.000958772770853308	0.0958772770853308
Acidea	28	0.000925711640823883	0.0925711640823883
Ambrosiozyma	28	0.000925711640823883	0.0925711640823883
Kurthia	28	0.000925711640823883	0.0925711640823883
Rhizophagus	27	0.000892650510794459	0.0892650510794459
Rhytisma	27	0.000892650510794459	0.0892650510794459
Bosea	25	0.00082652825073561	0.082652825073561
Candida	25	0.00082652825073561	0.082652825073561
Dictyocatenulata	25	0.00082652825073561	0.082652825073561
Ornithinibacillus	25	0.00082652825073561	0.082652825073561
Paenisporosarcina	25	0.00082652825073561	0.082652825073561
Pseudogymnoascus	25	0.00082652825073561	0.082652825073561
Bradyrhizobium	24	0.000793467120706186	0.0793467120706186
Gracilibacillus	24	0.000793467120706186	0.0793467120706186
