genus	reads	relative_abundance	percent
Malassezia	2613	0.221234442468885	22.1234442468885
Caldalkalibacillus	1849	0.156548979764626	15.6548979764626
Bacillus	931	0.0788248243163153	7.88248243163153
Vulcaniibacterium	523	0.0442807552281771	4.42807552281771
Oceanobacillus	463	0.0392007450681568	3.92007450681568
Aspergillus	396	0.0335280670561341	3.35280670561341
uncultured	316	0.026754720176107	2.6754720176107
Massilia	274	0.0231987130640928	2.31987130640928
Pseudomonas	176	0.0149013631360596	1.49013631360596
Stenotrophomonas	172	0.0145626957920583	1.45626957920583
Pseudonocardia	159	0.0134620269240538	1.34620269240538
Burkholderia-Caballeronia-Paraburkholderia	152	0.0128693590720515	1.28693590720515
Ophioceras	144	0.0121920243840488	1.21920243840488
Microbacterium	121	0.010244687156041	1.0244687156041
Saccharopolyspora	111	0.00939801879603759	0.939801879603759
Cladosporium	87	0.00736601473202946	0.736601473202946
Sphingomonas	79	0.00668868004402676	0.668868004402675
Corynebacterium	78	0.00660401320802642	0.660401320802642
Sphingobacterium	75	0.0063500127000254	0.63500127000254
Cutibacterium	72	0.00609601219202438	0.609601219202438
Comamonas	67	0.00567267801202269	0.567267801202269
Actinomadura	63	0.00533401066802134	0.533401066802134
Escherichia-Shigella	63	0.00533401066802134	0.533401066802134
Halomonas	54	0.00457200914401829	0.457200914401829
Steroidobacter	52	0.00440267547201761	0.440267547201761
Methylobacterium-Methylorubrum	51	0.00431800863601727	0.431800863601727
Exophiala	50	0.00423334180001693	0.423334180001693
DSSF69	45	0.00381000762001524	0.381000762001524
Streptomyces	45	0.00381000762001524	0.381000762001524
Virgibacillus	42	0.00355600711201422	0.355600711201422
Lysinibacillus	41	0.00347134027601389	0.347134027601389
Anoxybacillus	40	0.00338667344001355	0.338667344001355
Flavobacterium	39	0.00330200660401321	0.330200660401321
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	32	0.00270933875201084	0.270933875201084
Paracoccus	31	0.0026246719160105	0.26246719160105
Sciscionella	31	0.0026246719160105	0.26246719160105
Blastomyces	30	0.00254000508001016	0.254000508001016
Novosphingobium	30	0.00254000508001016	0.254000508001016
Staphylococcus	30	0.00254000508001016	0.254000508001016
Altererythrobacter	29	0.00245533824400982	0.245533824400982
Mycobacterium	28	0.00237067140800948	0.237067140800948
Solibacillus	28	0.00237067140800948	0.237067140800948
Devosia	27	0.00228600457200914	0.228600457200914
Rickettsia	27	0.00228600457200914	0.228600457200914
Talaromyces	27	0.00228600457200914	0.228600457200914
Crossiella	26	0.00220133773600881	0.220133773600881
Enterococcus	26	0.00220133773600881	0.220133773600881
GKS98 freshwater group	26	0.00220133773600881	0.220133773600881
Geobacillus	23	0.00194733722800779	0.194733722800779
Sediminibacterium	22	0.00186267039200745	0.186267039200745
Lysobacter	20	0.00169333672000677	0.169333672000677
Mesorhizobium	20	0.00169333672000677	0.169333672000677
Aureobasidium	18	0.0015240030480061	0.15240030480061
Lactobacillus	18	0.0015240030480061	0.15240030480061
Candida-Lodderomyces clade	17	0.00143933621200576	0.143933621200576
Delftia	17	0.00143933621200576	0.143933621200576
Georgenia	17	0.00143933621200576	0.143933621200576
Ochrobactrum	17	0.00143933621200576	0.143933621200576
Salpingoeca	17	0.00143933621200576	0.143933621200576
Taibaiella	17	0.00143933621200576	0.143933621200576
Verticiella	17	0.00143933621200576	0.143933621200576
Bradyrhizobium	16	0.00135466937600542	0.135466937600542
Jiangella	16	0.00135466937600542	0.135466937600542
Lachnospiraceae NK3A20 group	16	0.00135466937600542	0.135466937600542
Peziza	16	0.00135466937600542	0.135466937600542
Psychrobacillus	16	0.00135466937600542	0.135466937600542
Sphingorhabdus	16	0.00135466937600542	0.135466937600542
Umbilicaria	16	0.00135466937600542	0.135466937600542
Parapusillimonas	15	0.00127000254000508	0.127000254000508
Family XIII AD3011 group	14	0.00118533570400474	0.118533570400474
Longivirga	14	0.00118533570400474	0.118533570400474
Methylophilus	14	0.00118533570400474	0.118533570400474
Ptolemeba	14	0.00118533570400474	0.118533570400474
Tepidiphilus	14	0.00118533570400474	0.118533570400474
UCG-005	14	0.00118533570400474	0.118533570400474
Verticillium	14	0.00118533570400474	0.118533570400474
Achromobacter	13	0.0011006688680044	0.11006688680044
Brevundimonas	13	0.0011006688680044	0.11006688680044
Rhizorhapis	13	0.0011006688680044	0.11006688680044
Sphingobium	13	0.0011006688680044	0.11006688680044
Thraustochytrium	13	0.0011006688680044	0.11006688680044
Carboxydocella	12	0.00101600203200406	0.101600203200406
Erythrobacter	12	0.00101600203200406	0.101600203200406
Apibacter	11	0.000931335196003725	0.0931335196003725
Deinococcus	11	0.000931335196003725	0.0931335196003725
Nakamurella	11	0.000931335196003725	0.0931335196003725
Stachybotrys	11	0.000931335196003725	0.0931335196003725
Aliicoccus	10	0.000846668360003387	0.0846668360003387
Neocatenulostroma	10	0.000846668360003387	0.0846668360003387
Shinella	10	0.000846668360003387	0.0846668360003387
Zymoseptoria	10	0.000846668360003387	0.0846668360003387
[Eubacterium] nodatum group	10	0.000846668360003387	0.0846668360003387
Actinopolymorpha	9	0.000762001524003048	0.0762001524003048
Cellvibrio	9	0.000762001524003048	0.0762001524003048
Diatrypasimilis	9	0.000762001524003048	0.0762001524003048
Halophytophthora	9	0.000762001524003048	0.0762001524003048
Hyphomicrobium	9	0.000762001524003048	0.0762001524003048
Micrococcus	9	0.000762001524003048	0.0762001524003048
Ochrolechia	9	0.000762001524003048	0.0762001524003048
Pantoea	9	0.000762001524003048	0.0762001524003048
Pedobacter	9	0.000762001524003048	0.0762001524003048
Shewanella	9	0.000762001524003048	0.0762001524003048
Sphingopyxis	9	0.000762001524003048	0.0762001524003048
Sporosarcina	9	0.000762001524003048	0.0762001524003048
Acidovorax	8	0.000677334688002709	0.0677334688002709
Alatospora	8	0.000677334688002709	0.0677334688002709
Castellaniella	8	0.000677334688002709	0.0677334688002709
Cordyceps	8	0.000677334688002709	0.0677334688002709
Leptosphaeria	8	0.000677334688002709	0.0677334688002709
Olivibacter	8	0.000677334688002709	0.0677334688002709
Pelomonas	8	0.000677334688002709	0.0677334688002709
